statenum;casenum;vnumber;pnumber;atmcond;atmcond2;city;county;accdate;holiday;trafid1;trafid2;alcres;druginv;malcohol;crashtype
6;917;2;2;1;0;0;47;4282015;0;CR-INGOMAR GRADE;.;20;8;1;51
6;918;1;1;1;0;2922;59;4162015;0;ANTONIO PKWY;EL PRADO;999;9;0;82
6;918;1;2;1;0;2922;59;4162015;0;ANTONIO PKWY;EL PRADO;996;8;0;82
6;918;2;1;1;0;2922;59;4162015;0;ANTONIO PKWY;EL PRADO;0;9;0;83
6;919;1;1;10;0;0;37;4252015;0;CR-FRAZIER MNT PARK RD;.;200;9;1;69
6;919;2;1;10;0;0;37;4252015;0;CR-FRAZIER MNT PARK RD;.;996;0;0;68
6;920;1;1;1;0;0;113;5082015;0;CR-COUNTY RD 89;.;0;0;0;2
6;920;1;2;1;0;0;113;5082015;0;CR-COUNTY RD 89;.;996;8;0;2
6;921;1;1;1;0;0;67;4212015;0;CR-CENTER PKY;C PKY;10;0;1;13
6;922;1;1;1;0;0;29;5092015;0;SR-14;.;.;9;0;13
6;923;1;1;1;0;0;71;4222015;0;CR-CEDAR AVE;.;996;0;0;13
6;923;1;2;1;0;0;71;4222015;0;CR-CEDAR AVE;.;996;8;0;13
6;924;1;1;1;0;2660;85;4192015;0;US-101;.;0;0;0;13
6;925;1;1;1;0;4258;113;5072015;0;E GUM AVE;.;0;0;0;13
6;925;1;2;1;0;4258;113;5072015;0;E GUM AVE;.;996;8;0;13
6;925;1;3;1;0;4258;113;5072015;0;E GUM AVE;.;996;8;0;13
6;926;1;1;1;0;0;19;4192015;0;SR-99;.;996;0;0;13
6;926;1;2;1;0;0;19;4192015;0;SR-99;.;996;8;0;13
6;927;1;1;1;0;0;37;4192015;0;CR-90TH ST E;AVENUE K;100;0;1;24
6;927;2;1;1;0;0;37;4192015;0;CR-90TH ST E;AVENUE K;997;9;0;25
6;928;1;1;10;0;0;29;5082015;0;I-5;.;0;0;0;7
6;929;1;1;1;0;0;71;4172015;0;CR-MISSION BLVD;CR-BENSON AVE;0;9;0;83
6;929;2;1;1;0;0;71;4172015;0;CR-MISSION BLVD;CR-BENSON AVE;996;0;0;82
6;929;2;2;1;0;0;71;4172015;0;CR-MISSION BLVD;CR-BENSON AVE;996;8;0;82
6;929;2;3;1;0;0;71;4172015;0;CR-MISSION BLVD;CR-BENSON AVE;996;8;0;82
6;929;2;4;1;0;0;71;4172015;0;CR-MISSION BLVD;CR-BENSON AVE;996;8;0;82
6;929;2;5;1;0;0;71;4172015;0;CR-MISSION BLVD;CR-BENSON AVE;996;8;0;82
6;930;1;1;1;0;3420;59;4192015;0;MAIN ST;.;0;0;0;13
6;930;1;2;1;0;3420;59;4192015;0;MAIN ST;.;996;8;0;13
6;930;1;3;1;0;3420;59;4192015;0;MAIN ST;.;996;8;0;13
6;931;1;1;1;0;560;73;5102015;0;RANCHO SANTA FE RD;.;0;9;0;6
6;931;1;2;1;0;560;73;5102015;0;RANCHO SANTA FE RD;.;996;8;0;6
6;932;1;1;1;0;3499;73;4302015;0;MAST BLVD;.;.;0;0;82
6;932;1;2;1;0;3499;73;4302015;0;MAST BLVD;.;996;8;0;82
6;932;2;1;1;0;3499;73;4302015;0;MAST BLVD;.;996;0;0;83
6;932;3;1;1;0;3499;73;4302015;0;MAST BLVD;.;996;0;0;98
6;932;3;2;1;0;3499;73;4302015;0;MAST BLVD;.;996;8;0;98
6;933;1;1;1;0;0;71;5022015;0;I-15;.;120;0;1;24
6;933;2;1;1;0;0;71;5022015;0;I-15;.;0;9;0;25
6;934;1;1;1;0;860;73;5112015;0;SR-75;A AVE;996;0;0;13
6;935;1;1;1;0;2560;59;4302015;0;ORANGE PARK BLVD;.;996;1;0;13
6;936;1;1;1;0;0;109;4212015;0;SR-120;.;0;1;0;50
6;936;1;2;1;0;0;109;4212015;0;SR-120;.;996;8;0;50
6;936;2;1;1;0;0;109;4212015;0;SR-120;.;996;0;0;51
6;936;2;2;1;0;0;109;4212015;0;SR-120;.;996;8;0;51
6;936;2;3;1;0;0;109;4212015;0;SR-120;.;996;8;0;51
6;936;2;4;1;0;0;109;4212015;0;SR-120;.;996;8;0;51
6;937;1;1;1;0;880;59;5022015;0;NEWPORT BLVD;16TH ST;21;8;1;89
6;937;1;2;1;0;880;59;5022015;0;NEWPORT BLVD;16TH ST;996;8;1;89
6;937;2;1;1;0;880;59;5022015;0;NEWPORT BLVD;16TH ST;.;8;1;88
6;938;1;1;1;0;3260;73;5022015;0;I-15;.;.;0;1;52
6;938;2;1;1;0;3260;73;5022015;0;I-15;.;0;0;0;52
6;938;2;2;1;0;3260;73;5022015;0;I-15;.;0;8;0;52
6;938;2;3;1;0;3260;73;5022015;0;I-15;.;996;8;0;52
6;938;2;4;1;0;3260;73;5022015;0;I-15;.;996;8;0;52
6;938;2;5;1;0;3260;73;5022015;0;I-15;.;996;8;0;52
6;939;1;1;1;0;0;65;4302015;0;CR-CAJALCO RD;.;996;9;0;44
6;939;2;1;1;0;0;65;4302015;0;CR-CAJALCO RD;.;.;9;0;45
6;939;3;1;1;0;0;65;4302015;0;CR-CAJALCO RD;.;996;0;0;98
6;939;3;2;1;0;0;65;4302015;0;CR-CAJALCO RD;.;996;8;0;98
6;940;1;1;2;0;3150;67;4252015;0;I-5;.;90;0;1;98
6;940;1;2;2;0;3150;67;4252015;0;I-5;.;180;8;1;98
6;940;1;3;2;0;3150;67;4252015;0;I-5;.;996;8;1;98
6;941;1;1;1;0;1980;37;5052015;0;I-405;.;.;0;0;20
6;941;2;1;1;0;1980;37;5052015;0;I-405;.;.;8;0;21
6;942;1;1;1;0;0;7;5012015;0;CR-LOWER WYANDOTTE RD;V6 RD;996;0;0;88
6;942;1;2;1;0;0;7;5012015;0;CR-LOWER WYANDOTTE RD;V6 RD;0;8;0;88
6;942;1;3;1;0;0;7;5012015;0;CR-LOWER WYANDOTTE RD;V6 RD;996;8;0;88
6;942;2;1;1;0;0;7;5012015;0;CR-LOWER WYANDOTTE RD;V6 RD;996;0;0;89
6;943;1;1;1;0;0;39;4182015;0;SR-152;ROAD 17 1/2;.;0;0;86
6;943;1;2;1;0;0;39;4182015;0;SR-152;ROAD 17 1/2;996;8;0;86
6;943;1;3;1;0;0;39;4182015;0;SR-152;ROAD 17 1/2;996;8;0;86
6;943;2;1;1;0;0;39;4182015;0;SR-152;ROAD 17 1/2;996;0;0;87
6;943;2;2;1;0;0;39;4182015;0;SR-152;ROAD 17 1/2;996;8;0;87
6;943;2;3;1;0;0;39;4182015;0;SR-152;ROAD 17 1/2;996;8;0;87
6;943;2;4;1;0;0;39;4182015;0;SR-152;ROAD 17 1/2;996;8;0;87
6;943;2;5;1;0;0;39;4182015;0;SR-152;ROAD 17 1/2;996;8;0;87
6;944;1;1;1;0;3455;37;5092015;0;WASHINGTON BL;BROADWAY AVE;.;0;0;13
6;945;1;1;1;0;4050;107;4182015;0;PLAZA DR;SR-198 RAMP;0;9;0;98
6;945;2;1;1;0;4050;107;4182015;0;PLAZA DR;SR-198 RAMP;0;0;0;98
6;946;1;1;1;0;0;29;5062015;0;CR-SUNSET BLVD;.;31;0;1;68
6;946;1;2;1;0;0;29;5062015;0;CR-SUNSET BLVD;.;996;8;1;68
6;946;2;1;1;0;0;29;5062015;0;CR-SUNSET BLVD;.;0;9;0;69
6;947;1;1;1;0;0;71;4292015;0;SR-247;.;996;0;0;66
6;947;2;1;1;0;0;71;4292015;0;SR-247;.;0;0;0;66
6;948;1;1;1;0;1980;37;5132015;0;VICTORY BL;.;0;0;0;13
6;949;1;1;1;0;0;65;4302015;0;I-10;.;996;0;0;24
6;949;1;2;1;0;0;65;4302015;0;I-10;.;0;8;0;24
6;949;2;1;1;0;0;65;4302015;0;I-10;.;996;0;0;25
6;950;1;1;1;0;3000;71;5122015;0;FOOTHILL BL;.;0;0;0;13
6;951;1;1;1;0;3210;71;4292015;0;W HIGHLAND AVE;.;0;9;0;66
6;951;2;1;1;0;3210;71;4292015;0;W HIGHLAND AVE;.;0;0;0;66
6;951;2;2;1;0;3210;71;4292015;0;W HIGHLAND AVE;.;996;8;0;66
6;951;2;3;1;0;3210;71;4292015;0;W HIGHLAND AVE;.;996;8;0;66
6;952;1;1;1;0;0;13;4212015;0;CR-CANAL RD;.;996;0;0;13
6;952;1;2;1;0;0;13;4212015;0;CR-CANAL RD;.;996;8;0;13
6;952;1;3;1;0;0;13;4212015;0;CR-CANAL RD;.;996;8;0;13
6;953;1;1;1;0;3260;73;5092015;0;JAMACHA RD;.;0;9;0;11
6;954;1;1;1;0;0;95;5122015;0;CR-MCGARY RD;.;.;0;0;13
6;954;1;2;1;0;0;95;5122015;0;CR-MCGARY RD;.;996;8;0;13
6;955;1;1;1;0;0;33;5092015;0;CR-LAKESHORE BL;.;250;1;1;6
6;956;1;1;1;0;0;65;4292015;0;CR-SULTANAS RD;.;996;9;0;13
6;957;1;1;1;0;470;59;5102015;0;ORANGETHORPE AVE;.;110;0;1;98
6;957;2;1;1;0;470;59;5102015;0;ORANGETHORPE AVE;.;0;9;0;98
6;957;2;2;1;0;470;59;5102015;0;ORANGETHORPE AVE;.;996;8;0;98
6;957;2;3;1;0;470;59;5102015;0;ORANGETHORPE AVE;.;996;8;0;98
6;958;1;1;1;0;1920;1;5022015;0;MURRIEETA BLVD;.;140;0;1;1
6;959;1;1;1;0;1946;37;4232015;0;SR-213;PALOS VERDES DR;0;1;0;98
6;959;2;1;1;0;1946;37;4232015;0;SR-213;PALOS VERDES DR;0;0;0;98
6;960;1;1;1;0;3260;73;5042015;0;MISSION BAY DR;.;200;0;1;6
6;961;1;1;10;0;0;37;5062015;0;CR-HOOPER AVE;.;.;0;0;13
6;962;1;1;1;0;0;107;5212015;0;SR-65;.;996;0;0;13
6;962;1;2;1;0;0;107;5212015;0;SR-65;.;996;8;0;13
6;963;1;1;1;0;1900;107;4202015;0;SR-65;.;0;1;1;64
6;963;2;1;1;0;1900;107;4202015;0;SR-65;.;996;0;0;65
6;963;2;2;1;0;1900;107;4202015;0;SR-65;.;996;8;0;65
6;963;2;3;1;0;1900;107;4202015;0;SR-65;.;996;8;0;65
6;963;2;4;1;0;1900;107;4202015;0;SR-65;.;996;8;0;65
6;963;2;5;1;0;1900;107;4202015;0;SR-65;.;996;8;0;65
6;963;2;6;1;0;1900;107;4202015;0;SR-65;.;996;8;0;65
6;963;3;1;1;0;1900;107;4202015;0;SR-65;.;996;0;0;98
6;964;1;1;1;0;1580;65;5032015;0;PARK AVE;.;280;9;1;64
6;964;2;1;1;0;1580;65;5032015;0;PARK AVE;.;20;0;1;65
6;964;3;1;1;0;1580;65;5032015;0;PARK AVE;.;0;0;0;98
6;965;1;1;1;0;110;13;5112015;0;W 11TH ST;MEDANOS ST;.;9;0;13
6;966;1;1;1;0;80;59;5122015;0;SR-57;.;996;0;0;32
6;966;2;1;1;0;80;59;5122015;0;SR-57;.;0;0;0;32
6;967;1;1;1;0;3150;67;4262015;0;DEL PASO BLVD;HELENA AVE;996;0;0;87
6;967;2;1;1;0;3150;67;4262015;0;DEL PASO BLVD;HELENA AVE;996;0;0;86
6;968;1;1;1;0;2700;37;5142015;0;I-210;.;0;0;0;11
6;969;1;1;1;0;260;71;5032015;0;I-15;.;110;0;1;24
6;969;1;2;1;0;260;71;5032015;0;I-15;.;20;8;1;24
6;969;1;3;1;0;260;71;5032015;0;I-15;.;0;8;1;24
6;969;1;4;1;0;260;71;5032015;0;I-15;.;996;8;1;24
6;969;1;5;1;0;260;71;5032015;0;I-15;.;996;8;1;24
6;969;2;1;1;0;260;71;5032015;0;I-15;.;996;0;0;25
6;971;1;1;2;0;1003;65;5142015;0;PALM DR;.;.;0;0;13
6;972;1;1;1;0;0;65;4302015;0;I-10;.;996;0;0;13
6;972;1;2;1;0;0;65;4302015;0;I-10;.;996;8;0;13
6;972;1;3;1;0;0;65;4302015;0;I-10;.;996;8;0;13
6;972;2;1;1;0;0;65;4302015;0;I-10;.;996;0;0;98
6;972;3;1;1;0;0;65;4302015;0;I-10;.;996;0;0;98
6;972;3;2;1;0;0;65;4302015;0;I-10;.;996;8;0;98
6;973;1;1;1;0;3000;71;5192015;0;VAN KOEVERING ST;.;0;9;0;13
6;974;1;1;1;0;3340;85;5032015;0;US-101;.;0;9;0;24
6;974;2;1;1;0;3340;85;5032015;0;US-101;.;996;0;0;25
6;974;2;2;1;0;3340;85;5032015;0;US-101;.;996;8;0;25
6;974;3;1;1;0;3340;85;5032015;0;US-101;.;996;0;0;98
6;974;3;2;1;0;3340;85;5032015;0;US-101;.;996;8;0;98
6;974;3;3;1;0;3340;85;5032015;0;US-101;.;996;8;0;98
6;974;3;4;1;0;3340;85;5032015;0;US-101;.;996;8;0;98
6;974;3;5;1;0;3340;85;5032015;0;US-101;.;996;8;0;98
6;975;1;1;10;0;1980;37;5132015;0;HOLLYWOOD BL;HOBART BL;996;0;0;13
6;975;1;2;10;0;1980;37;5132015;0;HOLLYWOOD BL;HOBART BL;996;8;0;13
6;976;1;1;2;0;0;73;5142015;0;CR-WILDCAT CYN RD;.;.;8;0;64
6;976;2;1;2;0;0;73;5142015;0;CR-WILDCAT CYN RD;.;996;0;0;65
6;977;1;1;8;0;0;23;5242015;0;US-101;.;.;9;0;13
6;978;1;1;1;0;1840;37;5072015;0;90TH ST;AVENUE K;996;0;0;89
6;978;1;2;1;0;1840;37;5072015;0;90TH ST;AVENUE K;996;8;0;89
6;978;2;1;1;0;1840;37;5072015;0;90TH ST;AVENUE K;996;0;0;88
6;979;1;1;1;0;0;101;5192015;0;SR-20;.;996;9;0;13
6;980;1;1;1;0;1980;37;5162015;0;FLORENCE AVE;LA SALLE AVE;996;9;0;13
6;981;1;1;1;0;4124;37;4272015;0;SUNSET BLVD;.;120;9;1;15
6;982;1;1;1;0;0;89;5132015;0;SR-299;.;996;0;0;7
6;982;2;1;1;0;0;89;5132015;0;SR-299;.;0;9;0;98
6;983;1;1;10;0;0;71;5052015;0;I-215;.;996;0;0;44
6;983;1;2;10;0;0;71;5052015;0;I-215;.;996;8;0;44
6;983;1;3;10;0;0;71;5052015;0;I-215;.;996;8;0;44
6;983;2;1;10;0;0;71;5052015;0;I-215;.;0;0;0;45
6;984;1;1;1;0;240;29;5012015;0;EAST TRUXTON AVENUE;GAGE STREET;0;9;0;69
6;984;1;2;1;0;240;29;5012015;0;EAST TRUXTON AVENUE;GAGE STREET;996;8;0;69
6;984;2;1;1;0;240;29;5012015;0;EAST TRUXTON AVENUE;GAGE STREET;996;0;0;68
6;984;4;1;1;0;240;29;5012015;0;EAST TRUXTON AVENUE;GAGE STREET;996;0;0;98
6;984;4;2;1;0;240;29;5012015;0;EAST TRUXTON AVENUE;GAGE STREET;996;8;0;98
6;985;1;1;1;0;2400;59;5242015;0;SR-1;.;.;0;1;13
6;985;1;2;1;0;2400;59;5242015;0;SR-1;.;996;8;1;13
6;986;1;1;2;10;240;29;5142015;0;SR-99;.;.;0;0;48
6;986;1;2;2;10;240;29;5142015;0;SR-99;.;0;0;0;48
6;986;2;1;2;10;240;29;5142015;0;SR-99;.;.;0;0;48
6;987;1;1;1;0;975;13;5052015;0;CROW CYN RD;TASSAJARA RANCH RD;0;0;0;13
6;988;1;1;10;0;10;1;5242015;0;LINCOLN AVE;PARK ST;.;0;0;13
6;989;1;1;1;0;0;29;5132015;0;SR-46;WESTERN AVE;996;1;0;87
6;989;1;2;1;0;0;29;5132015;0;SR-46;WESTERN AVE;0;8;0;87
6;989;2;1;1;0;0;29;5132015;0;SR-46;WESTERN AVE;996;0;0;86
6;990;1;1;1;0;0;71;5132015;0;I-15;.;996;0;0;98
6;990;1;2;1;0;0;71;5132015;0;I-15;.;30;8;0;98
6;990;1;3;1;0;0;71;5132015;0;I-15;.;0;8;0;98
6;990;1;4;1;0;0;71;5132015;0;I-15;.;996;8;0;98
6;990;2;1;1;0;0;71;5132015;0;I-15;.;996;9;0;98
6;990;3;1;1;0;0;71;5132015;0;I-15;.;996;0;0;98
6;991;1;1;1;0;4010;95;5062015;0;ALAMO DR;.;996;0;0;13
6;991;2;1;1;0;4010;95;5062015;0;ALAMO DR;.;996;0;0;98
6;991;2;2;1;0;4010;95;5062015;0;ALAMO DR;.;996;8;0;98
6;992;1;1;2;10;0;17;5212015;0;US-50;.;.;0;0;50
6;992;2;1;2;10;0;17;5212015;0;US-50;.;0;9;0;51
6;993;1;1;1;0;1182;73;5092015;0;N RANCHO SANTA FE RD;PEPPERTREE LN;0;0;0;73
6;993;2;1;1;0;1182;73;5092015;0;N RANCHO SANTA FE RD;PEPPERTREE LN;0;0;0;72
6;993;2;2;1;0;1182;73;5092015;0;N RANCHO SANTA FE RD;PEPPERTREE LN;996;8;0;72
6;993;3;1;1;0;1182;73;5092015;0;N RANCHO SANTA FE RD;PEPPERTREE LN;0;0;0;98
6;994;1;1;10;0;0;107;5152015;0;CR-128;.;.;0;0;13
6;994;1;2;10;0;0;107;5152015;0;CR-128;.;996;0;0;13
6;994;1;3;10;0;0;107;5152015;0;CR-128;.;996;0;0;13
6;994;1;4;10;0;0;107;5152015;0;CR-128;.;996;0;0;13
6;994;1;5;10;0;0;107;5152015;0;CR-128;.;996;0;0;13
6;995;1;1;1;0;0;37;5052015;0;I-5;.;.;0;0;6
6;996;1;1;1;0;0;67;5122015;0;I-80;.;.;0;1;52
6;996;2;1;1;0;0;67;5122015;0;I-80;.;.;9;0;52
6;996;2;2;1;0;0;67;5122015;0;I-80;.;.;8;0;52
6;997;1;1;1;0;710;73;5272015;0;E ST;.;.;0;0;13
6;997;1;2;1;0;710;73;5272015;0;E ST;.;996;8;0;13
6;998;1;1;1;0;0;67;5272015;0;CR-MADISON AVE;MANZANITA AVE;996;0;0;13
6;999;1;1;1;0;2870;37;5132015;0;HOLT AVENUE;WEBER ST;320;1;1;48
6;999;2;1;1;0;2870;37;5132015;0;HOLT AVENUE;WEBER ST;0;0;0;48
6;999;3;1;1;0;2870;37;5132015;0;HOLT AVENUE;WEBER ST;0;0;0;98
6;999;3;2;1;0;2870;37;5132015;0;HOLT AVENUE;WEBER ST;996;8;0;98
6;1000;1;1;10;0;2700;37;5072015;0;SR-134;.;996;9;0;13
6;1001;1;1;10;0;1980;37;5152015;0;US-101;.;996;0;0;47
6;1001;2;1;10;0;1980;37;5152015;0;US-101;.;996;0;0;45
6;1001;2;2;10;0;1980;37;5152015;0;US-101;.;996;8;0;45
6;1001;2;3;10;0;1980;37;5152015;0;US-101;.;996;8;0;45
6;1001;2;4;10;0;1980;37;5152015;0;US-101;.;996;8;0;45
6;1001;3;1;10;0;1980;37;5152015;0;US-101;.;996;0;0;98
6;1002;1;1;10;0;0;79;5072015;0;SR-227;.;996;0;0;98
6;1002;2;1;10;0;0;79;5072015;0;SR-227;.;996;0;0;98
6;1002;2;2;10;0;0;79;5072015;0;SR-227;.;.;8;0;98
6;1003;1;1;1;0;2870;37;5272015;0;9TH ST;.;.;0;0;13
6;1004;1;1;1;0;0;45;5152015;0;SR-175;.;0;9;0;98
6;1004;2;1;1;0;0;45;5152015;0;SR-175;.;0;0;0;98
6;1004;2;2;1;0;0;45;5152015;0;SR-175;.;0;0;0;98
6;1005;1;1;10;2;2870;37;5072015;0;ARROW HWY;AMBERSON ST;270;0;1;24
6;1005;2;1;10;2;2870;37;5072015;0;ARROW HWY;AMBERSON ST;.;9;0;25
6;1006;1;1;10;0;1980;37;5272015;0;ROSCOE BL;.;0;0;0;13
6;1007;1;1;1;0;3260;73;5262015;0;S 47TH ST;MAGNUS WAY;.;8;0;68
6;1007;2;1;1;0;3260;73;5262015;0;S 47TH ST;MAGNUS WAY;0;8;0;69
6;1008;1;1;1;0;1670;37;5172015;0;ALAMEDA STREET;GAGE AVENUE;.;0;1;88
6;1008;1;2;1;0;1670;37;5172015;0;ALAMEDA STREET;GAGE AVENUE;996;8;1;88
6;1008;2;1;1;0;1670;37;5172015;0;ALAMEDA STREET;GAGE AVENUE;50;9;1;89
6;1008;2;2;1;0;1670;37;5172015;0;ALAMEDA STREET;GAGE AVENUE;996;8;1;89
6;1008;2;3;1;0;1670;37;5172015;0;ALAMEDA STREET;GAGE AVENUE;996;8;1;89
6;1009;1;1;1;0;0;39;5082015;0;SR-99 RAMP;.;250;0;1;64
6;1009;2;1;1;0;0;39;5082015;0;SR-99 RAMP;.;0;9;0;65
6;1009;2;2;1;0;0;39;5082015;0;SR-99 RAMP;.;0;8;0;65
6;1010;1;1;1;0;0;29;5292015;0;SR-184;.;996;9;0;13
6;1011;1;1;1;0;3010;13;5082015;0;I-80;.;.;0;0;24
6;1011;2;1;1;0;3010;13;5082015;0;I-80;.;0;9;0;25
6;1012;1;1;1;0;0;71;5172015;0;SR-138;.;140;0;1;50
6;1012;1;2;1;0;0;71;5172015;0;SR-138;.;80;8;1;50
6;1012;2;1;1;0;0;71;5172015;0;SR-138;.;997;0;1;51
6;1012;2;2;1;0;0;71;5172015;0;SR-138;.;996;8;1;51
6;1012;2;3;1;0;0;71;5172015;0;SR-138;.;996;8;1;51
6;1013;1;1;1;0;0;71;5272015;0;SR-138;.;.;0;0;73
6;1013;1;2;1;0;0;71;5272015;0;SR-138;.;996;0;0;73
6;1013;1;3;1;0;0;71;5272015;0;SR-138;.;996;0;0;73
6;1013;1;4;1;0;0;71;5272015;0;SR-138;.;996;0;0;73
6;1013;2;1;1;0;0;71;5272015;0;SR-138;.;996;0;0;72
6;1014;1;1;1;0;1420;85;6022015;0;LEAVESLEY RD;.;0;9;0;1
6;1014;1;2;1;0;1420;85;6022015;0;LEAVESLEY RD;.;996;8;0;1
6;1014;1;3;1;0;1420;85;6022015;0;LEAVESLEY RD;.;996;8;0;1
6;1015;1;1;1;0;0;107;6012015;0;CR-E GIBBONS AVE;.;996;0;0;13
6;1016;1;1;1;0;0;25;5302015;0;SR-86;KEYSTONE ROAD;996;0;0;69
6;1016;1;2;1;0;0;25;5302015;0;SR-86;KEYSTONE ROAD;.;8;0;69
6;1016;1;3;1;0;0;25;5302015;0;SR-86;KEYSTONE ROAD;996;8;0;69
6;1016;1;4;1;0;0;25;5302015;0;SR-86;KEYSTONE ROAD;996;8;0;69
6;1016;2;1;1;0;0;25;5302015;0;SR-86;KEYSTONE ROAD;996;0;0;68
6;1017;1;1;1;0;0;47;6022015;0;CR-DOPPLER RD;.;996;0;0;13
6;1018;1;1;1;0;0;29;5292015;0;SR-119;GOSFORD ROAD;49;0;1;20
6;1018;2;1;1;0;0;29;5292015;0;SR-119;GOSFORD ROAD;0;9;0;21
6;1019;1;1;1;0;2980;81;6022015;0;US-101;.;0;0;1;13
6;1019;1;2;1;0;2980;81;6022015;0;US-101;.;996;8;1;13
6;1020;1;1;1;0;0;1;5142015;0;I-580;.;996;0;0;20
6;1020;2;1;1;0;0;1;5142015;0;I-580;.;996;0;0;21
6;1020;2;2;1;0;0;1;5142015;0;I-580;.;0;8;0;21
6;1020;2;3;1;0;0;1;5142015;0;I-580;.;996;8;0;21
6;1020;3;1;1;0;0;1;5142015;0;I-580;.;996;0;0;98
6;1020;3;2;1;0;0;1;5142015;0;I-580;.;996;8;0;98
6;1020;4;1;1;0;0;1;5142015;0;I-580;.;996;0;0;98
6;1020;5;1;1;0;0;1;5142015;0;I-580;.;996;0;0;98
6;1020;6;1;1;0;0;1;5142015;0;I-580;.;996;0;0;98
6;1020;6;2;1;0;0;1;5142015;0;I-580;.;996;8;0;98
6;1021;1;1;1;0;1980;37;5272015;0;CAHUENGA BL;.;160;0;1;66
6;1021;2;1;1;0;1980;37;5272015;0;CAHUENGA BL;.;996;0;0;66
6;1021;2;2;1;0;1980;37;5272015;0;CAHUENGA BL;.;.;0;0;66
6;1022;1;1;1;0;0;101;6022015;0;SR-99;.;996;0;0;13
6;1023;1;1;1;0;0;19;5132015;0;CR-CHESTNUT AVE;SOUTH AVE;0;9;0;87
6;1023;1;2;1;0;0;19;5132015;0;CR-CHESTNUT AVE;SOUTH AVE;.;8;0;87
6;1023;2;1;1;0;0;19;5132015;0;CR-CHESTNUT AVE;SOUTH AVE;996;0;0;86
6;1024;1;1;1;0;4050;107;5312015;0;LOVERS LANE;TULARE AVE;996;0;0;68
6;1024;2;1;1;0;4050;107;5312015;0;LOVERS LANE;TULARE AVE;996;0;0;69
6;1024;2;2;1;0;4050;107;5312015;0;LOVERS LANE;TULARE AVE;.;8;0;69
6;1024;2;3;1;0;4050;107;5312015;0;LOVERS LANE;TULARE AVE;996;8;0;69
6;1024;2;4;1;0;4050;107;5312015;0;LOVERS LANE;TULARE AVE;996;8;0;69
6;1025;1;1;1;0;0;71;5172015;0;SR-62;.;80;0;1;24
6;1025;2;1;1;0;0;71;5172015;0;SR-62;.;0;0;0;25
6;1025;2;2;1;0;0;71;5172015;0;SR-62;.;996;8;0;25
6;1026;1;1;1;0;240;29;6032015;0;DR MLK JR BL;.;996;0;0;89
6;1026;2;1;1;0;240;29;6032015;0;DR MLK JR BL;.;996;0;0;88
6;1027;1;1;1;0;1947;71;6012015;0;I-5;.;996;0;0;32
6;1027;1;2;1;0;1947;71;6012015;0;I-5;.;0;8;0;32
6;1027;1;3;1;0;1947;71;6012015;0;I-5;.;996;8;0;32
6;1027;2;1;1;0;1947;71;6012015;0;I-5;.;996;0;0;32
6;1028;1;1;1;0;0;67;6062015;0;CR-WATT AVE;.;996;0;0;13
6;1029;1;1;10;0;0;29;5182015;0;SR-223;EDISON RD;0;0;0;89
6;1029;2;1;10;0;0;29;5182015;0;SR-223;EDISON RD;0;0;0;88
6;1030;1;1;1;0;0;13;5282015;0;I-80;.;0;1;0;24
6;1030;2;1;1;0;0;13;5282015;0;I-80;.;996;0;0;25
6;1031;1;1;1;0;3260;73;5022015;0;I-15;.;996;0;0;45
6;1031;1;2;1;0;3260;73;5022015;0;I-15;.;996;8;0;45
6;1031;1;3;1;0;3260;73;5022015;0;I-15;.;996;8;0;45
6;1031;1;4;1;0;3260;73;5022015;0;I-15;.;996;8;0;45
6;1031;2;1;1;0;3260;73;5022015;0;I-15;.;996;0;0;44
6;1031;2;2;1;0;3260;73;5022015;0;I-15;.;0;8;0;44
6;1032;1;1;1;0;0;71;6042015;0;SR-38;.;996;0;0;13
6;1033;1;1;1;0;4070;13;6052015;0;SAN LUIS RD;.;996;0;0;11
6;1033;1;2;1;0;4070;13;6052015;0;SAN LUIS RD;.;0;0;0;11
6;1034;1;1;1;0;2400;59;5182015;0;JAMBOREE RD;.;0;0;0;6
6;1034;1;2;1;0;2400;59;5182015;0;JAMBOREE RD;.;996;8;0;6
6;1035;1;1;1;0;10;1;6072015;0;FERNSIDE BLVD;.;30;9;1;6
6;1035;1;2;1;0;10;1;6072015;0;FERNSIDE BLVD;.;.;8;1;6
6;1036;1;1;1;0;0;25;5092015;0;SR-78;HOVLEY RD;.;9;0;87
6;1036;2;1;1;0;0;25;5092015;0;SR-78;HOVLEY RD;996;0;0;86
6;1037;1;1;1;0;0;29;5192015;0;CR-GOLDEN HILLS BLVD;.;0;9;0;50
6;1037;2;1;1;0;0;29;5192015;0;CR-GOLDEN HILLS BLVD;.;996;0;0;51
6;1038;1;1;1;0;0;65;6052015;0;I-10;.;0;8;0;47
6;1038;1;2;1;0;0;65;6052015;0;I-10;.;996;8;0;47
6;1038;1;3;1;0;0;65;6052015;0;I-10;.;996;8;0;47
6;1038;2;1;1;0;0;65;6052015;0;I-10;.;996;0;0;45
6;1038;2;2;1;0;0;65;6052015;0;I-10;.;996;0;0;45
6;1039;1;1;1;0;1980;37;4282015;0;NORDHOFF ST;PETIT AVE;996;9;0;13
6;1040;1;1;1;0;4010;95;5212015;0;I-80;.;0;0;0;98
6;1040;2;1;1;0;4010;95;5212015;0;I-80;.;996;0;0;98
